years,months,days,price
2016,DICIEMBRE,31,89.3227
2017,ENERO,1,83.1311
2017,ENERO,2,86.2690
2017,ENERO,3,81.1813
2017,ENERO,4,92.8542
2017,ENERO,5,103.4840
2017,ENERO,6,127.8940
2017,ENERO,7,121.8726
2017,ENERO,8,116.3442
2017,ENERO,9,122.1752
2017,ENERO,10,131.8411
2017,ENERO,11,118.1104
2017,ENERO,12,126.3376
2017,ENERO,13,117.4408
2017,ENERO,14,69.6941
2017,ENERO,15,84.8650
2017,ENERO,16,89.3487
2017,ENERO,17,96.0436
2017,ENERO,18,111.5415
2017,ENERO,19,106.2885
2017,ENERO,20,110.2155
2017,ENERO,21,101.6796
2017,ENERO,22,75.2548
2017,ENERO,23,116.0551
2017,ENERO,24,148.9695
2017,ENERO,25,130.4120
2017,ENERO,26,144.2268
2017,ENERO,27,132.3571
2017,ENERO,28,122.1453
2017,ENERO,29,132.5650
2017,ENERO,30,133.6778
2017,ENERO,31,122.4240
2017,FEBRERO,1,106.2719
2017,FEBRERO,2,113.4545
2017,FEBRERO,3,112.8728
2017,FEBRERO,4,130.6018
2017,FEBRERO,5,92.8797
2017,FEBRERO,6,122.3580
2017,FEBRERO,7,149.6886
2017,FEBRERO,8,134.3214
2017,FEBRERO,9,136.6317
2017,FEBRERO,10,169.9353
2017,FEBRERO,11,154.7584
2017,FEBRERO,12,145.2216
2017,FEBRERO,13,188.0370
2017,FEBRERO,14,196.7837
2017,FEBRERO,15,196.3734
2017,FEBRERO,16,168.7556
2017,FEBRERO,17,162.3026
2017,FEBRERO,18,178.1590
2017,FEBRERO,19,155.3623
2017,FEBRERO,20,161.7735
2017,FEBRERO,21,178.5162
2017,FEBRERO,22,193.0703
2017,FEBRERO,23,197.5456
2017,FEBRERO,24,190.3470
2017,FEBRERO,25,192.6529
2017,FEBRERO,26,154.1310
2017,FEBRERO,27,159.9931
2017,FEBRERO,28,153.0525
2017,MARZO,1,166.5654
2017,MARZO,2,168.0721
2017,MARZO,3,159.6064
2017,MARZO,4,155.1726
2017,MARZO,5,144.0264
2017,MARZO,6,142.1345
2017,MARZO,7,134.3003
2017,MARZO,8,128.6920
2017,MARZO,9,138.6655
2017,MARZO,10,123.8728
2017,MARZO,11,128.5808
2017,MARZO,12,130.6206
2017,MARZO,13,133.5198
2017,MARZO,14,112.8301
2017,MARZO,15,120.8926
2017,MARZO,16,121.7036
2017,MARZO,17,111.8772
2017,MARZO,18,119.9033
2017,MARZO,19,96.6995
2017,MARZO,20,115.0712
2017,MARZO,21,114.1300
2017,MARZO,22,146.9279
2017,MARZO,23,117.1899
2017,MARZO,24,126.3751
2017,MARZO,25,93.2102
2017,MARZO,26,78.5182
2017,MARZO,27,76.6813
2017,MARZO,28,81.4590
2017,MARZO,29,78.0104
2017,MARZO,30,75.1476
2017,MARZO,31,75.1754
2017,ABRIL,1,67.5500
2017,ABRIL,2,75.9868
2017,ABRIL,3,110.7427
2017,ABRIL,4,102.0543
2017,ABRIL,5,94.8843
2017,ABRIL,6,95.3247
2017,ABRIL,7,108.8388
2017,ABRIL,8,132.4753
2017,ABRIL,9,136.2396
2017,ABRIL,10,108.4376
2017,ABRIL,11,90.0306
2017,ABRIL,12,87.1524
2017,ABRIL,13,67.6136
2017,ABRIL,14,74.0589
2017,ABRIL,15,69.9756
2017,ABRIL,16,70.5805
2017,ABRIL,17,92.1361
2017,ABRIL,18,112.7714
2017,ABRIL,19,107.8808
2017,ABRIL,20,112.6875
2017,ABRIL,21,105.7980
2017,ABRIL,22,96.4808
2017,ABRIL,23,103.3289
2017,ABRIL,24,104.1084
2017,ABRIL,25,104.5314
2017,ABRIL,26,93.1261
2017,ABRIL,27,99.6256
2017,ABRIL,28,97.1902
2017,ABRIL,29,83.5989
2017,ABRIL,30,89.1009
2017,MAYO,1,102.7885
2017,MAYO,2,94.4551
2017,MAYO,3,90.4861
2017,MAYO,4,87.1537
2017,MAYO,5,78.2203
2017,MAYO,6,74.3929
2017,MAYO,7,73.7927
2017,MAYO,8,78.4961
2017,MAYO,9,70.0933
2017,MAYO,10,67.1209
2017,MAYO,11,63.5015
2017,MAYO,12,66.5386
2017,MAYO,13,64.6711
2017,MAYO,14,65.9629
2017,MAYO,15,65.3573
2017,MAYO,16,70.1313
2017,MAYO,17,66.6359
2017,MAYO,18,66.5836
2017,MAYO,19,65.3297
2017,MAYO,20,64.8553
2017,MAYO,21,62.7947
2017,MAYO,22,66.0324
2017,MAYO,23,64.8945
2017,MAYO,24,64.0433
2017,MAYO,25,66.7214
2017,MAYO,26,68.3179
2017,MAYO,27,67.6907
2017,MAYO,28,67.4960
2017,MAYO,29,69.1851
2017,MAYO,30,66.2960
2017,MAYO,31,81.1259
2017,JUNIO,1,68.8272
2017,JUNIO,2,68.8394
2017,JUNIO,3,71.9235
2017,JUNIO,4,67.5926
2017,JUNIO,5,68.4844
2017,JUNIO,6,77.0945
2017,JUNIO,7,69.8354
2017,JUNIO,8,70.6475
2017,JUNIO,9,67.0086
2017,JUNIO,10,65.9379
2017,JUNIO,11,67.4021
2017,JUNIO,12,65.8887
2017,JUNIO,13,68.5698
2017,JUNIO,14,84.1492
2017,JUNIO,15,68.8049
2017,JUNIO,16,66.5095
2017,JUNIO,17,65.8596
2017,JUNIO,18,65.9005
2017,JUNIO,19,67.5477
2017,JUNIO,20,66.2396
2017,JUNIO,21,66.7702
2017,JUNIO,22,67.2241
2017,JUNIO,23,67.2415
2017,JUNIO,24,65.8823
2017,JUNIO,25,67.0853
2017,JUNIO,26,68.1174
2017,JUNIO,27,69.8635
2017,JUNIO,28,67.3241
2017,JUNIO,29,66.2602
2017,JUNIO,30,66.1861
2017,JULIO,1,66.0804
2017,JULIO,2,64.6734
2017,JULIO,3,64.5028
2017,JULIO,4,66.1112
2017,JULIO,5,64.9094
2017,JULIO,6,65.6844
2017,JULIO,7,66.3976
2017,JULIO,8,65.1283
2017,JULIO,9,67.1065
2017,JULIO,10,74.4397
2017,JULIO,11,74.5871
2017,JULIO,12,66.2362
2017,JULIO,13,71.0840
2017,JULIO,14,71.1850
2017,JULIO,15,64.6815
2017,JULIO,16,66.1969
2017,JULIO,17,69.8285
2017,JULIO,18,83.2452
2017,JULIO,19,87.2420
2017,JULIO,20,68.0421
2017,JULIO,21,73.7917
2017,JULIO,22,65.6809
2017,JULIO,23,65.2017
2017,JULIO,24,70.7729
2017,JULIO,25,77.0440
2017,JULIO,26,72.2153
2017,JULIO,27,78.9049
2017,JULIO,28,83.0904
2017,JULIO,29,72.4912
2017,JULIO,30,71.7588
2017,JULIO,31,70.4121
2017,AGOSTO,1,93.9265
2017,AGOSTO,2,79.3139
2017,AGOSTO,3,81.0833
2017,AGOSTO,4,67.6805
2017,AGOSTO,5,64.7640
2017,AGOSTO,6,64.3438
2017,AGOSTO,7,65.9966
2017,AGOSTO,8,70.6456
2017,AGOSTO,9,68.1105
2017,AGOSTO,10,68.2979
2017,AGOSTO,11,66.0058
2017,AGOSTO,12,69.0364
2017,AGOSTO,13,68.6519
2017,AGOSTO,14,79.2452
2017,AGOSTO,15,85.6497
2017,AGOSTO,16,73.9813
2017,AGOSTO,17,79.7845
2017,AGOSTO,18,97.0437
2017,AGOSTO,19,110.7599
2017,AGOSTO,20,98.5041
2017,AGOSTO,21,107.2872
2017,AGOSTO,22,106.5237
2017,AGOSTO,23,108.3411
2017,AGOSTO,24,116.3123
2017,AGOSTO,25,113.6664
2017,AGOSTO,26,114.7694
2017,AGOSTO,27,113.0280
2017,AGOSTO,28,127.2619
2017,AGOSTO,29,134.0528
2017,AGOSTO,30,138.5444
2017,AGOSTO,31,137.1503
2017,SEPTIEMBRE,1,143.9669
2017,SEPTIEMBRE,2,140.8893
2017,SEPTIEMBRE,3,138.2609
2017,SEPTIEMBRE,4,140.7954
2017,SEPTIEMBRE,5,136.6740
2017,SEPTIEMBRE,6,139.7801
2017,SEPTIEMBRE,7,133.0738
2017,SEPTIEMBRE,8,139.2533
2017,SEPTIEMBRE,9,124.2346
2017,SEPTIEMBRE,10,126.3699
2017,SEPTIEMBRE,11,130.4786
2017,SEPTIEMBRE,12,124.2409
2017,SEPTIEMBRE,13,128.5242
2017,SEPTIEMBRE,14,133.7590
2017,SEPTIEMBRE,15,114.1474
2017,SEPTIEMBRE,16,116.7951
2017,SEPTIEMBRE,17,113.1904
2017,SEPTIEMBRE,18,122.3674
2017,SEPTIEMBRE,19,102.1283
2017,SEPTIEMBRE,20,112.9227
2017,SEPTIEMBRE,21,123.8697
2017,SEPTIEMBRE,22,119.9868
2017,SEPTIEMBRE,23,123.1720
2017,SEPTIEMBRE,24,113.7336
2017,SEPTIEMBRE,25,112.2104
2017,SEPTIEMBRE,26,116.0336
2017,SEPTIEMBRE,27,111.6050
2017,SEPTIEMBRE,28,131.8314
2017,SEPTIEMBRE,29,109.1561
2017,SEPTIEMBRE,30,106.2007
2017,OCTUBRE,1,106.2381
2017,OCTUBRE,2,115.9112
2017,OCTUBRE,3,115.4078
2017,OCTUBRE,4,119.1400
2017,OCTUBRE,5,128.5102
2017,OCTUBRE,6,114.7510
2017,OCTUBRE,7,125.7426
2017,OCTUBRE,8,115.7441
2017,OCTUBRE,9,122.9877
2017,OCTUBRE,10,120.1816
2017,OCTUBRE,11,125.1988
2017,OCTUBRE,12,126.0655
2017,OCTUBRE,13,134.1379
2017,OCTUBRE,14,124.5058
2017,OCTUBRE,15,125.3458
2017,OCTUBRE,16,123.5660
2017,OCTUBRE,17,138.0049
2017,OCTUBRE,18,153.3403
2017,OCTUBRE,19,151.7997
2017,OCTUBRE,20,157.1143
2017,OCTUBRE,21,171.4429
2017,OCTUBRE,22,155.9917
2017,OCTUBRE,23,166.6983
2017,OCTUBRE,24,167.4325
2017,OCTUBRE,25,168.7769
2017,OCTUBRE,26,173.1168
2017,OCTUBRE,27,166.3642
2017,OCTUBRE,28,157.2007
2017,OCTUBRE,29,146.8836
2017,OCTUBRE,30,131.0120
2017,OCTUBRE,31,109.7115
2017,NOVIEMBRE,1,137.2381
2017,NOVIEMBRE,2,135.5310
2017,NOVIEMBRE,3,144.7832
2017,NOVIEMBRE,4,137.6014
2017,NOVIEMBRE,5,135.6093
2017,NOVIEMBRE,6,131.8631
2017,NOVIEMBRE,7,137.2555
2017,NOVIEMBRE,8,142.9511
2017,NOVIEMBRE,9,148.5572
2017,NOVIEMBRE,10,149.6729
2017,NOVIEMBRE,11,148.5769
2017,NOVIEMBRE,12,139.5538
2017,NOVIEMBRE,13,143.6090
2017,NOVIEMBRE,14,164.5668
2017,NOVIEMBRE,15,156.6214
2017,NOVIEMBRE,16,156.5745
2017,NOVIEMBRE,17,151.7682
2017,NOVIEMBRE,18,136.3949
2017,NOVIEMBRE,19,120.5177
2017,NOVIEMBRE,20,104.7367
2017,NOVIEMBRE,21,111.3156
2017,NOVIEMBRE,22,109.3210
2017,NOVIEMBRE,23,121.1704
2017,NOVIEMBRE,24,101.5283
2017,NOVIEMBRE,25,97.3133
2017,NOVIEMBRE,26,83.5610
2017,NOVIEMBRE,27,86.8771
2017,NOVIEMBRE,28,89.9166
2017,NOVIEMBRE,29,88.0126
2017,NOVIEMBRE,30,88.5976
2017,DICIEMBRE,1,83.8406
2017,DICIEMBRE,2,80.5820
2017,DICIEMBRE,3,76.2830
2017,DICIEMBRE,4,72.4480
2017,DICIEMBRE,5,77.4482
2017,DICIEMBRE,6,78.3513
2017,DICIEMBRE,7,81.1531
2017,DICIEMBRE,8,81.5826
2017,DICIEMBRE,9,85.3289
2017,DICIEMBRE,10,85.6356
2017,DICIEMBRE,11,91.1022
2017,DICIEMBRE,12,85.2091
2017,DICIEMBRE,13,89.1085
2017,DICIEMBRE,14,83.6172
2017,DICIEMBRE,15,77.2190
2017,DICIEMBRE,16,81.8882
2017,DICIEMBRE,17,77.1572
2017,DICIEMBRE,18,91.4897
2017,DICIEMBRE,19,89.6579
2017,DICIEMBRE,20,101.4534
2017,DICIEMBRE,21,106.9181
2017,DICIEMBRE,22,114.0556
2017,DICIEMBRE,23,116.2297
2017,DICIEMBRE,24,121.5336
2017,DICIEMBRE,25,126.2823
2017,DICIEMBRE,26,139.3428
2017,DICIEMBRE,27,144.5669
2017,DICIEMBRE,28,142.9229
2017,DICIEMBRE,29,145.4963
2017,DICIEMBRE,30,162.9683
2017,DICIEMBRE,31,150.8649
2018,ENERO,1,121.0321
2018,ENERO,2,136.3195
2018,ENERO,3,135.0423
2018,ENERO,4,144.2658
2018,ENERO,5,136.4015
2018,ENERO,6,136.3286
2018,ENERO,7,133.0517
2018,ENERO,8,132.0628
2018,ENERO,9,134.2315
2018,ENERO,10,134.3191
2018,ENERO,11,134.6824
2018,ENERO,12,133.4379
2018,ENERO,13,131.5556
2018,ENERO,14,129.2795
2018,ENERO,15,114.5298
2018,ENERO,16,125.9794
2018,ENERO,17,120.9368
2018,ENERO,18,121.4616
2018,ENERO,19,122.1027
2018,ENERO,20,116.5509
2018,ENERO,21,94.1214
2018,ENERO,22,118.1329
2018,ENERO,23,115.3876
2018,ENERO,24,113.0964
2018,ENERO,25,114.1922
2018,ENERO,26,112.6722
2018,ENERO,27,120.2580
2018,ENERO,28,115.4968
2018,ENERO,29,120.7354
2018,ENERO,30,119.1962
2018,ENERO,31,121.9197
2018,FEBRERO,1,138.6773
2018,FEBRERO,2,134.0168
2018,FEBRERO,3,148.9850
2018,FEBRERO,4,146.0076
2018,FEBRERO,5,147.3017
2018,FEBRERO,6,130.6420
2018,FEBRERO,7,149.7700
2018,FEBRERO,8,132.5947
2018,FEBRERO,9,133.9694
2018,FEBRERO,10,131.1576
2018,FEBRERO,11,133.6790
2018,FEBRERO,12,135.8270
2018,FEBRERO,13,133.9310
2018,FEBRERO,14,134.0982
2018,FEBRERO,15,137.2540
2018,FEBRERO,16,138.3063
2018,FEBRERO,17,131.9170
2018,FEBRERO,18,127.2475
2018,FEBRERO,19,136.6746
2018,FEBRERO,20,141.0909
2018,FEBRERO,21,158.3805
2018,FEBRERO,22,146.9970
2018,FEBRERO,23,143.6874
2018,FEBRERO,24,139.3411
2018,FEBRERO,25,142.3328
2018,FEBRERO,26,150.6076
2018,FEBRERO,27,150.3473
2018,FEBRERO,28,146.2017
2018,MARZO,1,138.6806
2018,MARZO,2,152.4109
2018,MARZO,3,153.6606
2018,MARZO,4,174.5756
2018,MARZO,5,182.8080
2018,MARZO,6,177.8893
2018,MARZO,7,180.0724
2018,MARZO,8,177.4078
2018,MARZO,9,178.6902
2018,MARZO,10,184.5293
2018,MARZO,11,189.5411
2018,MARZO,12,204.1321
2018,MARZO,13,207.8457
2018,MARZO,14,212.6910
2018,MARZO,15,205.1257
2018,MARZO,16,199.6399
2018,MARZO,17,186.0424
2018,MARZO,18,177.1932
2018,MARZO,19,166.4309
2018,MARZO,20,172.2849
2018,MARZO,21,165.0507
2018,MARZO,22,154.1486
2018,MARZO,23,144.7245
2018,MARZO,24,141.8338
2018,MARZO,25,152.8756
2018,MARZO,26,167.2225
2018,MARZO,27,174.1348
2018,MARZO,28,178.6197
2018,MARZO,29,167.0462
2018,MARZO,30,115.5059
2018,MARZO,31,153.3369
2018,ABRIL,1,117.9426
2018,ABRIL,2,153.9582
2018,ABRIL,3,149.7372
2018,ABRIL,4,138.7904
2018,ABRIL,5,130.0301
2018,ABRIL,6,111.5790
2018,ABRIL,7,119.6631
2018,ABRIL,8,101.7256
2018,ABRIL,9,108.2118
2018,ABRIL,10,113.0853
2018,ABRIL,11,137.9761
2018,ABRIL,12,113.7375
2018,ABRIL,13,120.8549
2018,ABRIL,14,116.6149
2018,ABRIL,15,102.4139
2018,ABRIL,16,121.5556
2018,ABRIL,17,123.0447
2018,ABRIL,18,131.3701
2018,ABRIL,19,127.0123
2018,ABRIL,20,116.1634
2018,ABRIL,21,78.2340
2018,ABRIL,22,84.2801
2018,ABRIL,23,121.9162
2018,ABRIL,24,134.7142
2018,ABRIL,25,127.7785
2018,ABRIL,26,110.4479
2018,ABRIL,27,102.9210
2018,ABRIL,28,88.8437
2018,ABRIL,29,70.7217
2018,ABRIL,30,94.7301
2018,MAYO,1,77.5836
2018,MAYO,2,82.8010
2018,MAYO,3,78.2240
2018,MAYO,4,70.8373
2018,MAYO,5,80.0893
2018,MAYO,6,76.8604
2018,MAYO,7,86.9758
2018,MAYO,8,109.9391
2018,MAYO,9,76.2029
2018,MAYO,10,74.6028
2018,MAYO,11,71.1850
2018,MAYO,12,66.6277
2018,MAYO,13,66.8615
2018,MAYO,14,66.9341
2018,MAYO,15,64.7422
2018,MAYO,16,65.7764
2018,MAYO,17,70.7779
2018,MAYO,18,69.2971
2018,MAYO,19,68.7142
2018,MAYO,20,65.2643
2018,MAYO,21,68.7847
2018,MAYO,22,69.7364
2018,MAYO,23,72.7614
2018,MAYO,24,74.1584
2018,MAYO,25,74.8737
2018,MAYO,26,89.9325
2018,MAYO,27,77.2166
2018,MAYO,28,70.1850
2018,MAYO,29,69.1242
2018,MAYO,30,69.3889
2018,MAYO,31,102.2000
2018,JUNIO,1,72.7651
2018,JUNIO,2,71.4326
2018,JUNIO,3,69.3073
2018,JUNIO,4,70.4927
2018,JUNIO,5,71.9366
2018,JUNIO,6,65.8828
2018,JUNIO,7,69.7596
2018,JUNIO,8,75.1729
2018,JUNIO,9,76.4678
2018,JUNIO,10,75.6406
2018,JUNIO,11,69.2070
2018,JUNIO,12,69.9441
2018,JUNIO,13,69.5971
2018,JUNIO,14,69.7680
2018,JUNIO,15,77.4888
2018,JUNIO,16,72.0452
2018,JUNIO,17,68.5935
2018,JUNIO,18,69.8386
2018,JUNIO,19,70.3430
2018,JUNIO,20,70.4039
2018,JUNIO,21,70.4979
2018,JUNIO,22,72.0421
2018,JUNIO,23,72.5082
2018,JUNIO,24,72.1343
2018,JUNIO,25,102.7722
2018,JUNIO,26,89.6640
2018,JUNIO,27,78.5943
2018,JUNIO,28,89.5237
2018,JUNIO,29,71.3519
2018,JUNIO,30,72.8320
2018,JULIO,1,72.4312
2018,JULIO,2,68.6485
2018,JULIO,3,67.5521
2018,JULIO,4,76.6602
2018,JULIO,5,69.0017
2018,JULIO,6,71.2446
2018,JULIO,7,70.8199
2018,JULIO,8,72.1450
2018,JULIO,9,101.4529
2018,JULIO,10,101.6675
2018,JULIO,11,88.7954
2018,JULIO,12,71.9943
2018,JULIO,13,95.5913
2018,JULIO,14,68.0090
2018,JULIO,15,72.3590
2018,JULIO,16,71.5096
2018,JULIO,17,76.4048
2018,JULIO,18,88.8098
2018,JULIO,19,108.6464
2018,JULIO,20,74.3823
2018,JULIO,21,76.8898
2018,JULIO,22,70.6603
2018,JULIO,23,104.9763
2018,JULIO,24,73.7202
2018,JULIO,25,101.4533
2018,JULIO,26,72.7628
2018,JULIO,27,86.6860
2018,JULIO,28,72.5433
2018,JULIO,29,77.5382
2018,JULIO,30,79.9896
2018,JULIO,31,71.2128
2018,AGOSTO,1,91.3556
2018,AGOSTO,2,109.8699
2018,AGOSTO,3,84.6401
2018,AGOSTO,4,78.0511
2018,AGOSTO,5,73.2836
2018,AGOSTO,6,72.6812
2018,AGOSTO,7,72.1940
2018,AGOSTO,8,96.1614
2018,AGOSTO,9,110.9322
2018,AGOSTO,10,96.2945
2018,AGOSTO,11,109.9694
2018,AGOSTO,12,81.1551
2018,AGOSTO,13,127.6402
2018,AGOSTO,14,118.2784
2018,AGOSTO,15,92.2991
2018,AGOSTO,16,98.5205
2018,AGOSTO,17,103.3325
2018,AGOSTO,18,75.3909
2018,AGOSTO,19,77.0149
2018,AGOSTO,20,80.0541
2018,AGOSTO,21,88.1898
2018,AGOSTO,22,105.8232
2018,AGOSTO,23,133.3556
2018,AGOSTO,24,114.1797
2018,AGOSTO,25,98.5709
2018,AGOSTO,26,76.4753
2018,AGOSTO,27,76.7390
2018,AGOSTO,28,77.0944
2018,AGOSTO,29,83.6590
2018,AGOSTO,30,104.1961
2018,AGOSTO,31,138.5438
2018,SEPTIEMBRE,1,118.5889
2018,SEPTIEMBRE,2,77.2253
2018,SEPTIEMBRE,3,85.6706
2018,SEPTIEMBRE,4,116.3103
2018,SEPTIEMBRE,5,119.2392
2018,SEPTIEMBRE,6,97.9697
2018,SEPTIEMBRE,7,73.4387
2018,SEPTIEMBRE,8,71.2793
2018,SEPTIEMBRE,9,73.9511
2018,SEPTIEMBRE,10,77.2230
2018,SEPTIEMBRE,11,80.0876
2018,SEPTIEMBRE,12,94.1352
2018,SEPTIEMBRE,13,89.9451
2018,SEPTIEMBRE,14,83.5806
2018,SEPTIEMBRE,15,75.3902
2018,SEPTIEMBRE,16,76.8050
2018,SEPTIEMBRE,17,111.9549
2018,SEPTIEMBRE,18,96.2573
2018,SEPTIEMBRE,19,103.1680
2018,SEPTIEMBRE,20,88.6479
2018,SEPTIEMBRE,21,92.0469
2018,SEPTIEMBRE,22,90.1330
2018,SEPTIEMBRE,23,93.5406
2018,SEPTIEMBRE,24,107.9162
2018,SEPTIEMBRE,25,141.6951
2018,SEPTIEMBRE,26,141.0200
2018,SEPTIEMBRE,27,133.9614
2018,SEPTIEMBRE,28,144.6255
2018,SEPTIEMBRE,29,154.8671
2018,SEPTIEMBRE,30,132.2940
2018,OCTUBRE,1,162.1246
2018,OCTUBRE,2,173.0827
2018,OCTUBRE,3,156.2060
2018,OCTUBRE,4,132.5158
2018,OCTUBRE,5,129.8164
2018,OCTUBRE,6,104.9846
2018,OCTUBRE,7,98.6663
2018,OCTUBRE,8,107.6371
2018,OCTUBRE,9,96.1323
2018,OCTUBRE,10,75.9083
2018,OCTUBRE,11,83.6389
2018,OCTUBRE,12,82.7108
2018,OCTUBRE,13,74.3860
2018,OCTUBRE,14,72.4360
2018,OCTUBRE,15,94.3068
2018,OCTUBRE,16,121.4739
2018,OCTUBRE,17,133.4177
2018,OCTUBRE,18,139.4051
2018,OCTUBRE,19,120.3035
2018,OCTUBRE,20,97.2278
2018,OCTUBRE,21,87.2897
2018,OCTUBRE,22,115.0310
2018,OCTUBRE,23,106.0286
2018,OCTUBRE,24,147.1314
2018,OCTUBRE,25,155.5677
2018,OCTUBRE,26,127.4755
2018,OCTUBRE,27,141.3142
2018,OCTUBRE,28,143.1058
2018,OCTUBRE,29,180.4411
2018,OCTUBRE,30,159.3188
2018,OCTUBRE,31,158.5707
2018,NOVIEMBRE,1,158.4957
2018,NOVIEMBRE,2,162.0179
2018,NOVIEMBRE,3,134.5538
2018,NOVIEMBRE,4,115.2043
2018,NOVIEMBRE,5,112.4640
2018,NOVIEMBRE,6,112.9033
2018,NOVIEMBRE,7,96.4700
2018,NOVIEMBRE,8,91.1988
2018,NOVIEMBRE,9,98.3495
2018,NOVIEMBRE,10,92.9854
2018,NOVIEMBRE,11,84.8311
2018,NOVIEMBRE,12,82.2252
2018,NOVIEMBRE,13,90.9004
2018,NOVIEMBRE,14,108.4759
2018,NOVIEMBRE,15,87.4113
2018,NOVIEMBRE,16,92.5515
2018,NOVIEMBRE,17,97.0311
2018,NOVIEMBRE,18,101.0984
2018,NOVIEMBRE,19,99.8725
2018,NOVIEMBRE,20,108.4463
2018,NOVIEMBRE,21,92.9674
2018,NOVIEMBRE,22,101.2771
2018,NOVIEMBRE,23,99.0087
2018,NOVIEMBRE,24,96.1886
2018,NOVIEMBRE,25,98.0123
2018,NOVIEMBRE,26,102.7230
2018,NOVIEMBRE,27,94.8296
2018,NOVIEMBRE,28,108.1147
2018,NOVIEMBRE,29,104.1105
2018,NOVIEMBRE,30,98.8410
2018,DICIEMBRE,1,88.4610
2018,DICIEMBRE,2,89.5720
2018,DICIEMBRE,3,95.5164
2018,DICIEMBRE,4,101.1195
2018,DICIEMBRE,5,92.6147
2018,DICIEMBRE,6,107.9742
2018,DICIEMBRE,7,115.6394
2018,DICIEMBRE,8,108.7187
2018,DICIEMBRE,9,136.6421
2018,DICIEMBRE,10,151.2289
2018,DICIEMBRE,11,179.1455
2018,DICIEMBRE,12,177.5901
2018,DICIEMBRE,13,190.8387
2018,DICIEMBRE,14,194.2686
2018,DICIEMBRE,15,198.0989
2018,DICIEMBRE,16,201.8119
2018,DICIEMBRE,17,200.1132
2018,DICIEMBRE,18,201.5954
2018,DICIEMBRE,19,209.6071
2018,DICIEMBRE,20,222.7895
2018,DICIEMBRE,21,224.1037
2018,DICIEMBRE,22,231.0974
2018,DICIEMBRE,23,236.9982
2018,DICIEMBRE,24,236.3856
2018,DICIEMBRE,25,158.8763
2018,DICIEMBRE,26,244.8203
2018,DICIEMBRE,27,269.0571
2018,DICIEMBRE,28,295.8478
2018,DICIEMBRE,29,301.0615
2018,DICIEMBRE,30,325.2592
2018,DICIEMBRE,31,344.5878
2019,ENERO,1,295.3068
2019,ENERO,2,335.8522
2019,ENERO,3,371.5146
2019,ENERO,4,375.7505
2019,ENERO,5,359.6488
2019,ENERO,6,314.0624
